customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
7089-IVVAZ,8,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,Yes,Female,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
3387-VATUS,5,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,Male,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
5482-VXSXJ,22,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,Male,0,No,No,No,Fiber optic,No,Yes,No,No,Yes,Yes
2386-OWURY,58,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,No,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes
2625-TRCZQ,51,No,Month-to-month,Yes,Electronic check,49.65,2553.35,No,Female,0,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
9039-RBEEE,39,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,Male,0,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
6765-MBQNU,26,Yes,One year,No,Mailed check,26.0,684.05,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0843-WTBXE,53,Yes,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,Male,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
1448-PWKYE,1,Yes,Month-to-month,No,Electronic check,80.0,80,Yes,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes
6317-YPKDH,1,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
2027-CWDNU,18,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No,Male,0,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
2068-WWXQZ,46,Yes,Two year,No,Bank transfer (automatic),20.05,902,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6110-OHIHY,3,Yes,Month-to-month,No,Electronic check,79.25,267.6,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
3945-GFWQL,12,Yes,Month-to-month,Yes,Electronic check,44.55,480.6,Yes,Female,0,No,Yes,No,DSL,No,No,No,No,No,No
8645-KWHJO,14,No,Month-to-month,Yes,Electronic check,55.0,771.95,No,Male,0,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
2815-CPTUL,5,Yes,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No
0516-OOHAR,28,Yes,One year,No,Bank transfer (automatic),100.35,2799,No,Male,0,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0397-GZBBC,59,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,Yes,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
3580-REOAC,10,Yes,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,Male,0,No,No,No,DSL,No,No,No,No,No,No
8200-KLNYW,21,Yes,One year,No,Mailed check,80.9,1714.95,No,Female,0,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3317-HRTNN,5,No,Month-to-month,No,Electronic check,45.7,198,Yes,Female,1,No,No,No phone service,DSL,No,No,No,No,Yes,Yes
9108-EQPNQ,10,Yes,Two year,No,Credit card (automatic),26.1,225.55,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3420-ZDBMA,5,Yes,Month-to-month,Yes,Mailed check,71.45,371.6,No,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No
0727-IWKVK,9,Yes,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,Male,0,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No
8168-UQWWF,11,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8313-AFGBW,47,Yes,Two year,No,Electronic check,73.6,3522.65,No,Male,0,Yes,No,No,DSL,No,Yes,Yes,No,Yes,Yes
6351-SCJKT,3,No,Month-to-month,No,Mailed check,41.35,107.25,No,Male,0,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
0231-LXVAP,1,Yes,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,Male,0,No,No,No,Fiber optic,No,No,No,Yes,No,No
8328-SKJNO,23,No,One year,No,Bank transfer (automatic),40.65,947.4,No,Male,0,No,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No
4385-GZQXV,16,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,Female,1,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes
9513-DXHDA,27,Yes,One year,No,Electronic check,81.7,2212.55,No,Male,0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
7225-IILWY,68,Yes,Two year,No,Mailed check,25.75,1686.15,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2969-QWUBZ,2,No,Month-to-month,No,Electronic check,51.4,96.8,No,Female,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2739-CCZMB,5,Yes,Month-to-month,No,Credit card (automatic),20.35,122,No,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9943-VSZUV,67,Yes,Month-to-month,Yes,Mailed check,75.7,5060.85,No,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
4549-ZDQYY,52,Yes,One year,No,Credit card (automatic),57.95,3042.25,No,Female,0,No,No,No,DSL,Yes,No,Yes,Yes,No,No
9885-AIBVB,29,Yes,Month-to-month,Yes,Electronic check,85.8,2440.25,No,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No
2262-SLNVK,1,Yes,Month-to-month,No,Electronic check,70.1,70.1,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
9408-SSNVZ,4,Yes,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
0383-CLDDA,69,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,Female,0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6537-QLGEX,16,No,Month-to-month,Yes,Electronic check,38.9,664.4,No,Female,0,No,No,No phone service,DSL,Yes,No,No,No,Yes,No
2371-JQHZZ,24,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
9919-YLNNG,42,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,Female,0,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5073-WXOYN,60,No,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,Female,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2754-VDLTR,10,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,Male,0,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5778-BVOFB,9,Yes,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,Female,0,No,No,No,DSL,No,No,No,Yes,Yes,No
6614-VBEGU,24,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,Female,0,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes
7542-CYDDM,18,Yes,Month-to-month,No,Mailed check,20.05,358.5,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1352-HNSAW,72,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0744-GKNGE,64,Yes,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
9101-NTIXF,2,Yes,Month-to-month,No,Mailed check,19.4,50.6,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6258-PVZWJ,68,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7181-BQYBV,1,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1074-WVEVG,59,Yes,One year,No,Mailed check,20.35,1267,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1357-BIJKI,50,Yes,One year,Yes,Electronic check,98.25,4858.7,No,Male,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7602-MVRMB,72,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2972-YDYUW,57,Yes,One year,No,Electronic check,94.7,5468.95,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
1763-KUAAW,18,Yes,One year,No,Bank transfer (automatic),20.35,369.6,No,Female,1,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8894-JVDCV,62,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5474-LAMUQ,24,Yes,One year,No,Mailed check,20.1,533.9,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0117-LFRMW,37,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No
4439-JMPMT,5,Yes,Month-to-month,Yes,Electronic check,85.75,470.95,Yes,Female,0,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
9576-ANLXO,3,Yes,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
3014-WJKSM,29,Yes,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,Male,0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No
4926-UMJZD,31,Yes,Month-to-month,Yes,Mailed check,49.2,1498.55,No,Female,0,Yes,No,No,DSL,No,No,No,Yes,No,No
6527-PZFPV,24,Yes,One year,Yes,Credit card (automatic),20.8,469.65,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7401-RUBNK,18,Yes,Month-to-month,No,Electronic check,74.8,1438.05,No,Female,0,Yes,No,No,Fiber optic,Yes,No,No,No,No,No
4558-FANTW,17,Yes,Month-to-month,No,Electronic check,91.85,1574.45,Yes,Female,0,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
8990-YOZLV,69,Yes,Two year,Yes,Mailed check,66.9,4577.9,No,Female,0,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No
7560-QRBXH,48,Yes,One year,No,Mailed check,19.95,936.7,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0040-HALCW,54,Yes,Two year,No,Credit card (automatic),20.4,1090.6,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2971-SGAFL,13,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No,Female,0,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1845-CSBRZ,22,Yes,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,Female,1,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4819-HJPIW,18,No,Month-to-month,No,Mailed check,25.15,476.8,No,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No
0577-WHMEV,16,Yes,Month-to-month,No,Electronic check,90.7,1374.9,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
7563-BIUPC,5,Yes,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
9504-YAZWB,53,Yes,Two year,No,Mailed check,20.25,1048.45,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6896-SRVYQ,44,Yes,Month-to-month,No,Electronic check,73.85,3122.4,No,Male,1,No,No,No,Fiber optic,No,No,Yes,No,No,No
8761-NSOBC,44,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,Male,0,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
4701-LKOZD,70,Yes,Two year,No,Credit card (automatic),89.75,6367.2,No,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4587-VVTOX,6,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Yes,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0983-TATYJ,33,Yes,One year,Yes,Mailed check,51.45,1758.9,No,Female,0,Yes,No,No,DSL,No,No,No,Yes,No,No
8084-OIVBS,11,Yes,One year,No,Mailed check,20.0,211.95,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0402-OAMEN,72,Yes,Two year,No,Bank transfer (automatic),24.45,1709.1,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7363-QTBIW,9,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,Female,0,Yes,No,No,Fiber optic,No,No,No,No,No,Yes
0230-UBYPQ,63,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,Male,1,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No
5808-TOTXO,3,Yes,One year,Yes,Credit card (automatic),20.55,57.4,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3186-AJIEK,66,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No,Male,0,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8404-VIOMB,66,No,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No,Female,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8040-MNRTF,1,Yes,Month-to-month,No,Mailed check,71.1,71.1,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
8294-UIMBA,30,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes
9506-UXUSK,13,Yes,Month-to-month,Yes,Electronic check,70.15,931.75,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
9488-FVZCC,72,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9415-TPKRV,8,Yes,Month-to-month,No,Electronic check,55.75,446.8,No,Female,0,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No
3325-FUYCG,28,Yes,One year,No,Electronic check,106.1,2847.4,Yes,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5055-MGMGF,65,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,No,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5701-YVSVF,11,Yes,Month-to-month,Yes,Electronic check,82.9,880.05,No,Female,1,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No
1439-LCGVL,26,Yes,One year,No,Mailed check,19.2,459.6,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9693-XMUOB,59,No,Month-to-month,Yes,Electronic check,50.25,2997.45,No,Male,1,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2626-VEEWG,67,Yes,Two year,Yes,Credit card (automatic),19.4,1284.2,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1591-XWLGB,71,Yes,Two year,No,Credit card (automatic),19.85,1379.6,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0533-UCAAU,57,Yes,One year,Yes,Credit card (automatic),71.1,4140.1,No,Male,1,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No
7110-BDTWG,71,No,Two year,Yes,Electronic check,47.05,3263.6,No,Female,0,Yes,No,No phone service,DSL,No,No,Yes,Yes,No,Yes
7493-GVFIO,57,Yes,Two year,No,Credit card (automatic),20.55,1252.85,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9838-BFCQT,72,Yes,Two year,No,Mailed check,26.1,1851.45,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1746-TGTWV,1,Yes,Month-to-month,No,Credit card (automatic),75.35,75.35,No,Male,0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No
5937-EORGB,15,Yes,Month-to-month,Yes,Electronic check,96.5,1392.25,No,Male,1,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
0793-TWELN,4,Yes,Month-to-month,Yes,Electronic check,80.15,319.85,No,Female,0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No
6243-OZGFH,23,No,Month-to-month,Yes,Electronic check,44.95,996.85,No,Female,0,No,No,No phone service,DSL,No,No,No,No,Yes,Yes
4119-ZYPZY,71,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,Male,1,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7925-PNRGI,45,Yes,Month-to-month,No,Mailed check,81.3,3541.1,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5966-EMAZU,64,Yes,One year,Yes,Mailed check,108.5,6880.85,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9504-DSHWM,20,Yes,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No,Male,0,No,No,Yes,DSL,Yes,No,No,Yes,No,No
3814-MLAXC,31,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,Yes,No,No
5150-ITWWB,3,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
4092-OFQZS,20,Yes,One year,No,Mailed check,20.65,417.5,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1573-LGXBA,57,Yes,One year,Yes,Credit card (automatic),97.55,5598,No,Male,0,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
5233-GEEAX,8,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,Male,1,No,No,No phone service,DSL,No,No,Yes,No,No,No
2650-GYRYL,33,Yes,One year,Yes,Bank transfer (automatic),19.45,600.25,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5010-IPEAQ,67,No,Two year,No,Credit card (automatic),54.2,3623.95,No,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5494-WOZRZ,71,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3863-QSTYI,59,Yes,Month-to-month,Yes,Electronic check,64.65,3735.45,No,Male,0,No,No,No,DSL,No,No,Yes,Yes,Yes,No
0673-IGUQO,1,Yes,Month-to-month,No,Mailed check,20.45,20.45,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3585-YNADK,57,Yes,One year,No,Bank transfer (automatic),74.6,4368.95,No,Female,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No
3891-PUQOD,1,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,Female,0,No,Yes,No,DSL,No,No,Yes,No,No,Yes
4445-ZJNMU,9,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5712-VBOXD,4,Yes,Month-to-month,Yes,Credit card (automatic),20.15,68.45,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7873-CVMAW,72,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,Male,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1017-FBQMM,62,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6918-UMQCG,5,Yes,Month-to-month,No,Electronic check,80.2,384.25,No,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
4391-LNRXK,22,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No,Male,0,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
4896-CPRPF,35,Yes,Two year,No,Bank transfer (automatic),25.45,809.25,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2187-PKZAY,12,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes
4203-QGNZA,28,Yes,Month-to-month,No,Mailed check,20.25,535.35,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6579-JPICP,1,Yes,Month-to-month,No,Mailed check,20.4,20.4,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7694-VLBWQ,67,Yes,One year,No,Electronic check,104.1,7040.85,Yes,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3133-PZNSR,72,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
9356-AXGMP,38,Yes,One year,Yes,Electronic check,110.7,4428.6,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9097-ZUBYC,14,Yes,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,Male,0,Yes,No,No,DSL,No,No,No,Yes,No,No
0840-DCNZE,47,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No,Male,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8780-IHCRN,63,Yes,Two year,No,Credit card (automatic),24.65,1574.5,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3285-UCQVC,37,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,No
1833-VGRUM,1,Yes,Month-to-month,Yes,Electronic check,74.2,74.2,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
7446-SFAOA,37,Yes,One year,Yes,Bank transfer (automatic),19.85,717.5,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0836-SEYLU,9,No,Month-to-month,No,Mailed check,40.65,328.95,Yes,Male,0,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,No
1752-OZXFY,60,Yes,One year,Yes,Mailed check,59.8,3561.15,No,Male,0,Yes,No,No,DSL,Yes,No,No,No,Yes,No
5240-CAOYT,57,Yes,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,Female,0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
2887-JPYLU,41,Yes,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No,Female,0,No,Yes,No,DSL,No,No,No,No,No,No
3021-VLNRJ,50,Yes,One year,Yes,Credit card (automatic),70.8,3478.15,No,Female,0,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
6257-RJOHI,4,Yes,Month-to-month,Yes,Mailed check,50.8,202.3,No,Male,0,No,No,No,DSL,No,No,No,Yes,No,No
4910-AQFFX,9,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
0396-YCHWO,36,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
5482-PLVPE,2,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,Female,1,No,No,No phone service,DSL,No,No,No,No,No,No
1830-GGFNM,65,Yes,Two year,No,Credit card (automatic),94.55,6078.75,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
7951-VRDVK,36,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3977-QCRSL,5,Yes,Month-to-month,No,Mailed check,20.15,117.95,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2615-YVMYX,71,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0323-XWWTN,3,Yes,Two year,Yes,Mailed check,26.4,121.25,No,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6974-DAFLI,55,Yes,One year,No,Electronic check,19.7,1140.05,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0224-HJAPT,5,Yes,Month-to-month,No,Electronic check,47.15,223.15,Yes,Male,0,No,No,Yes,DSL,No,No,No,No,No,No
2386-LAHRK,1,Yes,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,Male,0,No,No,No,DSL,No,No,No,No,Yes,No
9541-ZPSEA,68,Yes,Two year,No,Credit card (automatic),80.35,5375.15,No,Male,0,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
1193-RTSLK,38,Yes,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Yes,Female,0,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,No
3351-NGXYI,16,Yes,Month-to-month,Yes,Electronic check,54.1,889,No,Female,1,No,No,Yes,DSL,Yes,No,No,No,No,No
9359-UGBTK,67,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,Female,0,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes
9788-HNGUT,72,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7855-DIWPO,21,Yes,Month-to-month,Yes,Electronic check,68.65,1493.2,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
5222-JCXZT,4,Yes,Month-to-month,No,Mailed check,19.0,78.9,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0975-VOOVL,3,No,Month-to-month,No,Mailed check,29.2,98.5,No,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
4419-UJMUS,69,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,Male,0,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4424-TKOPW,2,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
6797-LNAQX,70,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
